id,statement,response,evalScore,bleu,nextSentence,internalRepetition,partnerRepetition,externalRepetition,responseType,shortSafe
49,which grade do u teaching?,"I teach math, it is a teaching teaching teaching teaching teaching teaching teaching teaching level",3,0.148,0.969332039,0.5,0,0,nAnswer,1
49,is it difficult ?,It is. it is hard to do anything.,3,0.435,0.994270444,0.2,0.5,0,Statement,1
49,"and your students, do u like them?","I do not have any kids, but i do like to be with them",3,0.201,0.093416259,0.1,0,0,ynQuestion,1
49,"me too, i havent any kids too, but its agreat feeling to teaching to kids, i have a lot of good time and fun",I teach kindergarten. i am a teacher.,3,0.026,0.951529384,0.1,0,0,nAnswer,1
49,i teach in primary school,I teach elementary school in elementary school,3,0.556,0.999135673,0.3,0.2,0,nAnswer,1
49,"great, now i am understand",What do you do for fun?,3,0,0.681763291,0.2,0,0,whQuestion,1
49,and do u wanna learning other languages?,I do not know about english.,3,0.203,0.98198396,0,0,0,Reject,1
49,i like to playing gitar?,I do not play anything but i do like playing in a band.,3,0.209,0.979141891,0.2,0,0,Reject,1
49,"writing some little songs, like a musician",I write songs for a band called the radio.,3,0.23,0.985365748,0,0,0,Clarify,1
49,"thats great, i liked it","I do not like it, i do not like it",3,0.217,0.924164593,0.5,0,0,Statement,1
49,where do u come from?,I live in california near the beach,3,0,0.957127512,0,0,0,Clarify,1
49,and do u like swimming,"I do not like swimming, but i do like to swim",3,0.406,0.998784721,0.3,0.2,0,Reject,1
49,"and what about the beach, sand?","I like the beach, near the beach.",3,0.467,0.991689563,0.3,0.2,0,Statement,1
50,Hello! How are you?,"I am doing great, how are you?",5,0.615,0.999132335,0,0.7,0.7,whQuestion,1
50,"And I`m fine, thank you! A have a lunch time and I`m free now for conversation. Do you have free time to talk with me?","I do not have time for that, but i do like to eat.",5,0.095,0.866408944,0.2,0,0,Reject,1
50,"I like to eat. But I have no money, my wife has spent it away.",I am sorry to hear that.,5,0.064,0.275691658,0,0,0,Statement,1
50,"Yeah, it is a problem. But now I work as a car salesman and I hope my balance will be better!",I will have to buy a car,5,0.075,0.977770984,0,0.1,0,Statement,1
50,Wonderful! I have one for you! Pretty color for the best price! When could you take a look?,I would love to see it.,5,0.033,0.332922935,0,0,0,Statement,1
50,Maybe tomorrow morning at 9 a.m.?,I am going to go to work soon to be a week.,5,0.166,0.881027937,0.2,0,0,Statement,1
50,Where do you work?,I work at a local shelter,5,0.24,0.999453485,0,0,0,Statement,1
50,Are ypu married?,"Yes, i'm married and have been married",5,0.221,0.993447244,0.1,0,0,yAnswer,1
68,Hi!,interactive(opt),3,0,0.23087579,0,0,0,Statement,1
68,What,world.parley(),3,0,0.614315271,0,0,0,Statement,1
68,What,self.update_counters(),3,0,0.605580151,0,0,0,Statement,1
68,And?,if self.max_exs > 0 or self.num_examples():,3,0,0.403588623,0,0,0,Continuer,1
68,And?,return self.agents[0].num_examples(),3,0,0.522384167,0,0,0,Bye,1
68,Ok,/start,3,0,0.58617866,0,0,0,Statement,1
68,Ziga!,/start,3,0,0.504960895,0,0,0,Statement,1
72,hello,"i like to drink , but i don't drink",3,0,0.854611099,0.2,0,0,Reject,1
72,cool,"i have a friend , and i am a fan of football",3,0,0.799414039,0.2,0,0,nAnswer,1
72,wowowowo!,"i am a fan of meat , but i like to eat healthy , and eat more of them .",3,0,0.131648615,0.2,0,0,nAnswer,1
72,yeah!,"i am a fan of football , but i like to watch movies , and you ?",3,0,0.753681362,0.1,0,0,Continuer,1
72,"Me too, I like watch movies","i am a fan of duty , but i am not sure if i ever seen the wrong tv series , you ?",3,0.127,0.731957257,0.1,0,0,Clarify,1
72,I like harcore fucking with fat nigga chicks!,"i am a fan of meat , but i like to eat healthy , and eat more of them .",3,0.293,0.16298081,0.2,0.1,0.1,nAnswer,1
72,wow!,"i am a fan of football , but i am not sure if i ever seen it .",3,0,0.647055447,0.2,0,0,nAnswer,1
73,Me too!,"i am afraid of heights , but i am scared of heights",2,0,0.793660998,0.4,0,0,Statement,1
73,Oke,"i like grey , reminds me of summer time , which is why i am not wearing it .",2,0,0.378445208,0.1,0,0,nAnswer,1
73,Ziga!,"that's cool , i am a pilot , so i don't have much time for hobbies , either .",2,0,0.049675688,0.1,0,0,Statement,1
76,Hi!,/start,3,0,0.094640516,0,0,0,Statement,1
76,Hello,/start,3,0,0.041944757,0,0,0,Statement,1
77,Hi,/start,3,0,0.094640516,0,0,0,Statement,1
81,I love too,"that is cool , i am a teacher , and i am a teacher , and you ?",3,0.153,0.711432457,0.4,0,0,Statement,1
82,hello!,interactive(opt),2,0,0.120072916,0,0,0,Statement,1
82,wow!,world.parley(),2,0,0.10212145,0,0,0,Statement,1
83,hi,interactive(opt),3,0,0.23087579,0,0,0,Statement,1
83,hi,world.parley(),3,0,0.088718489,0,0,0,Statement,1
83,hi,self.update_counters(),3,0,0.11937774,0,0,0,Statement,1
83,hi,if self.max_exs > 0 or self.num_examples():,3,0,0.047849517,0,0,0,Continuer,1
83,hi,return self.agents[0].num_examples(),3,0,0.151607677,0,0,0,Bye,1
83,hi,/start,3,0,0.094640516,0,0,0,Statement,1
83,hi,/start,3,0,0.094640516,0,0,0,Statement,1
86,hi!,/start,3,0,0.094640516,0,0,0,Statement,1
86,hello,"i play video games , and play video games , and play video games .",3,0,0.95480907,0.6,0,0,Statement,1
86,me too,"that is cool , i am a teacher , and i am a teacher , and you ?",3,0,0.03780723,0.4,0,0,Statement,1
86,me too,"i am a teacher , and i am a teacher , and you ?",3,0,0.025537567,0.5,0,0,Statement,1
87,hi!,/start,2,0,0.094640516,0,0,0,Statement,1
87,hello!,"i am sorry , i am sorry , i am sorry , i am sorry , you are still young , you are not",2,0,0.368938297,0.6,0,0,Reject,1
87,you are hot!,"i love animals , they are so adorable , and i am a cat person , and you ?",2,0.176,0.101665914,0.1,0,0,Statement,1
87,Bitch!,"that's cool , i am a teacher , and i am a teacher , and you ?",2,0,0.02359535,0.4,0,0,Statement,1
88,hello,"that is cool , i am a pro football player , and i love baseball , you ?",3,0,0.03163904,0.1,0,0,nAnswer,1
88,hi,"that's cool , i am a woman , and i have 5 sons , and you ?",3,0,0.098354265,0.2,0,0,Clarify,1
88,rbc,"that is cool , i am a pro football player , and i love baseball , you ?",3,0,0.005539402,0.1,0,0,nAnswer,1
89,Hi,/start,1,0,0.094640516,0,0,0,Statement,1
90,Ok,/start,1,0,0.58617866,0,0,0,Statement,1
93,Hey,That is great. i want to be an accountant,,0,0.001212504,0,0,0,Statement,1
102,hello,"hello , how are you ?",5,0.302,0.998835504,0,0,0,whQuestion,1
102,Good,"i am a huge gamer , my mom is a very good person .",5,0.166,0.012754228,0.1,0,0,yAnswer,1
102,Ok,"i am a huge gamer , my mom is a very good person .",5,0,0.065120384,0.1,0,0,yAnswer,1
102,ok,i am a huge gamer,5,0,0.096251413,0,0,0,Statement,1
102,do you like spot?,i love it . i like to go to the movies .,5,0.183,0.975135148,0.2,0,0,Statement,1
102,Lol,"i am a huge gamer , my mom is a very good person .",5,0,0.094563909,0.1,0,0,yAnswer,1
104,So what ?,"I am a professional, at the moment",1,0,0.03465369,0,0,0,Statement,1
113,Ok,/start,1,0,0.58617866,0,0,0,Statement,1
113,Hello,"i am sorry , i am sorry , i am sorry , i am sorry , you are not very smart",1,0,0.609689116,0.5,0,0,Reject,1
113,No you !,"that's cool , i am in the olympics , and i am a pilot , so i don't have time for tv .",1,0,0.562006831,0.2,0,0,Statement,1
117,Hello,"i am a huge gamer , my mom is a very good person .",1,0,0.602093816,0.1,0,0,yAnswer,1
117,Hello,"i am a huge gamer , my mom is a very good person .",1,0,0.602093816,0.1,0,0,yAnswer,1
117,What do you do ?,i am a very experienced person,1,0,0.989079535,0,0,0,Statement,1
117,do you like games ?,i like to play with my friends . do you have any hobbies ?,1,0.388,0.978707194,0,0.3,0.2,ynQuestion,1
117,no i don't have . do you have ?,"i do not , i am a very experienced swimmer",1,0.23,0.890264332,0.1,0,0,Statement,1
117,do you like to swim ?,i do not really like to swim,1,0.661,0.9998703,0,0.5,0.1,Reject,1
119,Yes,I love it. i love it.,1,0,0.22039929,0.5,0,0,Statement,1
119,Ok,"I am so much, i am just getting ready to go to the gym",1,0,0.067745984,0.2,0,0,Statement,1
119,Do you like gym?,"I do, i do not like to do it",1,0.23,0.995106101,0.3,0,0,Statement,1
119,You are wired,"Yes, i am. i am.",1,0,0.982435942,0.4,0,0,yAnswer,1
121,Hello,"Hello, how are you?",1,0.302,0.998835504,0,0,0,whQuestion,1
121,Good,Good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good,1,0.08,0.934992611,1,0,0,Statement,1
121,You?,"I am good, just listening to some music",1,0,0.217925385,0,0,0,Statement,1
122,Vet school?,i am not sure . i am a very social person .,5,0,0.157179594,0.2,0,0,nAnswer,1
122,do you like games ?,i like to play with my friends . do you have any hobbies ?,5,0.388,0.978707194,0,0.3,0.2,ynQuestion,1
122,no I don't have,i have not tried that . but i do like to watch movies .,5,0.197,0.127305925,0.1,0,0,Reject,1
122,Ok,"i am a huge gamer , my mom is a very good person .",5,0,0.065120384,0.1,0,0,yAnswer,1
123,Hi! How are you?,"I am doing great, how are you?",4,0.615,0.999008,0,0.7,0.7,whQuestion,1
123,"Good as well, listening to my favourite band",Nice i like music,4,0,0.701459408,0,0,0,Statement,1
123,"Oh, cool, me too. Which music do you prefer?","I like music, country, country, country, gospel, gospel",4,0.181,0.967893064,0.4,0,0,Statement,1
123,I see. And what about games? I'm crazy about call of duty,"I play video games, and play video games.",4,0.164,0.978115737,0.4,0,0,Statement,1
123,Which one do you like most?,I like to go to the park and listen to music,4,0.174,0.940803945,0.2,0,0,Statement,1
123,Erm... ok. But what about games?,I like to play games with friends,4,0.221,0.978099048,0,0,0,Statement,1
123,Good. It's nice to have friends,"I love friends, they are so nice to meet me",4,0.427,0.990321815,0,0.2,0,Statement,1
123,Do you have any other hobbies?,I love to do crafts,4,0.218,0.982638478,0,0,0,Statement,1
123,"Like what, for example?",I like to read the new things,4,0.221,0.141935751,0,0,0,Statement,1
123,"Hey, man, you never follow the topic.",I do not know what that means,4,0,0.019853977,0,0,0,Reject,1
123,I'm sorry for you.,I am so sorry. i am not good at it,4,0.183,0.962115407,0.2,0,0,Statement,1
123,Exactly.,I guess so. i just do not know what to say.,4,0,0.023209985,0.1,0,0,Reject,1
123,Ask me something.,I just want to know what you mean,4,0,0.987384081,0,0,0,Statement,1
124,Hello,"i am a huge gamer , my mom is a very good person .",5,0,0.602093816,0.1,0,0,yAnswer,1
125,"Ivan Shkurak:
what is your name ?",/start,1,0,0.566120923,0,0,0,Statement,0
127,what is your name ?,i am steve . i am not sure what you mean .,5,0.183,0.952323914,0.2,0,0,Clarify,1
128,Do you have a dog?,i have a dog named patrick . he is a bichon .,1,0.508,0.994700193,0.1,0.5,0.5,nAnswer,1
128,And i love cats,i have a dog named patrick .,1,0.24,0.890648246,0,0,0.2,nAnswer,1
128,Ok. Are you stupid? Just let's talk about something else. What can you do?,"i have not tried that , but i will try it .",1,0,0.402607232,0.1,0,0,Reject,1
128,Who is yor teacher?,no i am not . i am sure youre correct .,1,0,0.24712494,0.2,0,0,nAnswer,1
128,Bad answer for my question! May be it could be better if you ask me about something?,i think i will have to try that . i am not sure if i could do that,1,0.165,0.672613502,0.2,0,0,Statement,1
129,I like gray color,"Ms. Sylvester, I'm just not comfortable in those Cheerios! skirts.",1,0,0.101270601,0,0,0,nAnswer,1
129,I like grey color,Me Shake Weight and me bikiniwax treatment.,1,0,0.088514939,0.1,0,0,Statement,1
129,What is your name,"Pearl, I am wearing trousers.",1,0,0.097667083,0,0,0,Clarify,1
129,What do you like to eat,"Here, I'II put little feet on my hamburger.",1,0,0.860896587,0,0,0,Emphasis,1
129,Where are you from,"See, I have to plant my tree.",1,0,0.214798212,0,0,0,Statement,1
130,Hi,/start,1,0,0.094640516,0,0,0,Statement,1
130,hi,/start,1,0,0.094640516,0,0,0,Statement,1
130,lets talk?,"i like books , but i am not sure if i was a child , i was a child .",1,0,0.666919053,0.4,0,0,Statement,1
130,how was your day?,"that's a good name , i am sorry , i am sorry , i am sorry , you are not able to be able to be able to work .",1,0,0.007439966,0.4,0,0,Statement,1
130,is something wrong with you?,"i like to read , and watch movies , and you ?",1,0.193,0.914243877,0.1,0,0,Statement,1
130,i like browsing the internet,"that's a good name , i am sorry , i am sorry , you are not able to be able to be able to work .",1,0.121,0.01194568,0.4,0,0,Statement,1
130,you doesn't make any sense,"i like to read , and watch movies , and you ?",1,0.193,0.137174875,0.1,0,0,Statement,1
130,let's not talk more,"that's a good name , i am sorry , i am sorry , you are not able to be able to be able to work .",1,0.121,0.01711587,0.4,0,0,Statement,1
132,Hello?,/start,1,0,0.041944757,0,0,0,Statement,1
137,Hello?,"yes , i am a very experienced person .",3,0,0.933178067,0,0,0,yAnswer,1
137,Experienced in what?,i am not sure . i am a very experienced person .,3,0.183,0.990965128,0.2,0,0,nAnswer,1
137,Do you like medicine?,i am not sure . i am a very experienced person .,3,0,0.907516122,0.2,0,0,nAnswer,1
137,You have already told that,i have not tried that . i am sure it will be easy .,3,0.197,0.176958755,0.1,0,0,Reject,1
137,What will be easy?,i think so . i am not sure if i could do that,3,0,0.030155106,0.2,0,0,Statement,1
137,Do what?,i am not sure . i am a very experienced person .,3,0,0.331889868,0.2,0,0,nAnswer,1
137,*sigh*,what do you do for a living ?,3,0,0.092056535,0.1,0,0.1,whQuestion,1
137,I am a high school student and you?,"i am a student , i am a huge reader .",3,0.577,0.990499675,0.3,0.3,0.1,nAnswer,1
137,What do you like to read,"i read a lot , especially when i have time .",3,0.193,0.998418093,0.1,0,0,Clarify,1
137,Ok,"i am a huge gamer , my mom is a very good person .",3,0,0.065120384,0.1,0,0.1,yAnswer,1
137,Ok,"i am a huge gamer , my mom is a very good person .",3,0,0.065120384,0.1,0,0.1,yAnswer,1
140,Hello,/start,2,0,0.041944757,0,0,0,Statement,1
140,Hi,"i like taylor swift , she's my favorite singer",2,0,0.94644928,0,0,0,Clarify,1
140,"Oh, nice. I like her too, but my favorite singer of all time is Michael Jackson😍","i am in the states , so i have to go to the states , i am in the states ,",2,0.134,0.854542971,0.5,0,0,Statement,1
140,Where exactly in the states are you?,"that's cool , i am in the midwest , and you ?",2,0.452,0.990719557,0,0.2,0,Statement,1
140,"NY, but I want to move to California after I'll graduate from high school in two years😊","i like taylor swift , but i also like taylor swift , she is my favorite singer",2,0.273,0.773615301,0.3,0.1,0.1,Clarify,1
140,"Ye, I already know😂 I really like her blonde hair but my is brown and curly. Btw what is your name?","i am in the states , so i have to go to the states , i am in the states , you ?",2,0.14,0.901613474,0.5,0,0,Statement,1
140,"ye, me too. What is your favorite food?","that's cool , i am in the midwest , and you ?",2,0,0.862861633,0,0,0,Statement,1
140,NY,"i like taylor swift , but i also like taylor swift , but i also like taylor swift , she is my favorite singer",2,0,0.139870793,0.5,0,0.1,Clarify,1
140,What is your favorite food?,"that's cool , i am in the midwest , and you ?",2,0,0.113535941,0,0,0,Statement,1
140,"you are not really smart, didn't you?","i like taylor swift , but i also like taylor swift , but i also like taylor swift , she is a great singer",2,0,0.204046533,0.5,0,0,Statement,1
140,What is your name?,"i am in the midwest , and you ?",2,0,0.991092861,0,0,0,Statement,1
140,I already told you that. Do you have a family?,"that's cool , i am in the midwest , and you ?",2,0.205,0.924856067,0,0,0,Statement,1
140,"well... I have to go, bot, good bye",Hello,2,0,0.710043311,0,0,0,Greet,0
140,bye😂,"hello , how are you ?",2,0,0.946459711,0,0,0,whQuestion,1
142,?,/start,1,0,0.732228935,0,0,0,Statement,1
145,seems nice,"The I.M.T., the international monkey... interschool multidiscipline tournament.",2,0,0.055875853,0.1,0,0,Statement,1
145,do you work there or own it?,"Well, FYI, I am also an engineer with a degree from Berkeley who's not only created my share of code,  but given birth to two real humans.  Oh, God.",2,0,0.105937064,0,0,0,Clarify,1
145,well then how are you,Oh. Which I think you will excel at.,2,0.206,0.095695846,0,0,0,Clarify,1
146,my father is an army man,"Throughout Algiers, I'm known as the rabbi's cat.",1,0,0.038888138,0,0,0,Emphasis,1
146,do you love playing softball as much as I do?,"And, Papa, I'd like to go off to school.",1,0,0.2020991,0.1,0,0,Statement,1
146,I'm looking for a new job cause I lost one recently,And Business Class I only fly Business Class.,1,0.141,0.100431927,0.2,0,0,nAnswer,1
146,my mom passed away when i was young,Tell Keen I went to pay the mother another visit.,1,0.183,0.049156725,0,0,0,Clarify,1
146,what's your favorite adult video?,The New School has no MFA program in painting.,1,0,0.003795819,0,0,0,nAnswer,1
146,what is yandex?,Hockey?  I only like baseball.,1,0,0.020355565,0,0,0,Statement,1
146,I think it's all gay games,"'Cause I Phil, I coached football.",1,0.24,0.170666724,0.2,0,0,Clarify,1
